,id,retweet_count,favorite_count
517,808838249661788160,3415,10994
518,808733504066486276,2434,8601
519,808501579447930884,2914,12287
520,808344865868283904,23306,46256
521,808134635716833280,6706,0
522,808106460588765185,2451,9488
523,808001312164028416,3959,13688
524,807621403335917568,4137,15873
525,807106840509214720,60929,122709
526,807059379405148160,8251,0
527,807010152071229440,4285,14179
528,806629075125202948,39304,81908
529,806620845233815552,6203,0
530,806576416489959424,2168,5272
531,806542213899489280,2665,11123
532,806242860592926720,13156,0
533,806219024703037440,1348,6987
534,805958939288408065,6038,0
535,805932879469572096,2132,9004
536,805826884734976000,2061,7166
537,805823200554876929,9067,0
538,805520635690676224,1859,6244
539,805487436403003392,2844,9548
540,805207613751304193,1907,8475
541,804738756058218496,4329,14968
542,804475857670639616,2263,6705
543,804413760345620481,3614,0
544,804026241225523202,18238,48612
545,803773340896923648,3108,10962
546,803692223237865472,8356,0
547,803638050916102144,4667,11976
548,803380650405482500,2086,8449
549,803321560782307329,6006,0
550,803276597545603072,2777,10935
551,802952499103731712,2252,9829
552,802624713319034886,3288,0
553,802600418706604034,1648,7757
554,802572683846291456,2821,9745
555,802323869084381190,6576,17721
556,802265048156610565,1522,6903
557,802239329049477120,2927,9883
558,802185808107208704,303,0
559,801958328846974976,1922,8426
560,801854953262350336,262,1916
561,801538201127157760,2314,8935
562,801285448605831168,934,6608
563,801167903437357056,6706,26744
564,801127390143516673,4476,0
565,801115127852503040,2351,8803
566,800859414831898624,108,753
567,800855607700029440,1834,0
568,800751577355128832,3118,11441
569,800513324630806528,3386,14331
570,800459316964663297,2415,10302
571,800443802682937345,4865,0
572,800388270626521089,3148,12155
573,800188575492947969,4431,0
574,800141422401830912,2880,16684
575,800018252395122689,14835,30975
576,799774291445383169,5278,0
577,799757965289017345,2432,9169
578,799422933579902976,2148,8772
579,799308762079035393,6235,0
580,799297110730567681,3125,10816
581,799063482566066176,2765,8816
582,798933969379225600,5045,14369
583,798925684722855936,1614,8093
584,798705661114773508,7459,0
585,798701998996647937,8802,0
586,798697898615730177,7327,0
587,798694562394996736,5598,0
588,798686750113755136,2610,0
589,798682547630837760,5329,0
590,798673117451325440,6246,0
591,798665375516884993,4374,0
592,798644042770751489,2083,0
593,798628517273620480,2210,0
594,798585098161549313,6431,0
595,798576900688019456,6637,0
596,798340744599797760,3786,0
597,798209839306514432,2866,11312
598,797971864723324932,3534,12707
599,797545162159308800,5458,15840
600,797236660651966464,7458,21817
601,797165961484890113,31,249
602,796904159865868288,10034,0
603,796865951799083009,2136,8368
604,796759840936919040,3440,12949
605,796563435802726400,8238,0
606,796484825502875648,1979,8273
607,796387464403357696,4685,12028
608,796177847564038144,16116,0
609,796149749086875649,16116,35333
610,796125600683540480,2008,5401
611,796116448414461957,2723,9914
612,796080075804475393,2602,9225
613,796031486298386433,4155,11787
614,795464331001561088,26826,54388
615,795400264262053889,3227,11024
616,795076730285391872,6100,17718
617,794983741416415232,3802,0
618,794926597468000259,2606,11214
619,794355576146903043,11587,0
620,794332329137291264,2976,10435
621,794205286408003585,3735,10047
622,793962221541933056,5515,18388
623,793845145112371200,2112,10049
624,793614319594401792,3524,0
625,793601777308463104,1843,8700
626,793500921481273345,2684,11672
627,793286476301799424,10348,26885
628,793271401113350145,2654,9424
629,793256262322548741,9368,21800
630,793241302385262592,3696,11497
631,793226087023144960,3221,10731
632,793210959003287553,3166,9745
633,793195938047070209,6327,16672
634,793180763617361921,2234,7547
635,793165685325201412,3128,10255
636,793150605191548928,1923,6740
637,793135492858580992,2791,7042
638,793120401413079041,4384,13849
639,792913359805018113,4517,15666
640,792883833364439040,4804,12343
641,792773781206999040,1888,8020
642,792394556390137856,4824,14734
643,792050063153438720,2021,7837
644,791821351946420224,23651,0
645,791784077045166082,10884,0
646,791780927877898241,4270,0
647,791774931465953280,25006,49228
648,791672322847637504,3524,12820
649,791406955684368384,4628,14337
650,791312159183634433,2856,9593
651,791026214425268224,4645,0
652,790987426131050500,2403,10806
653,790946055508652032,5293,18129
654,790723298204217344,2611,0
655,790698755171364864,2142,8944
656,790581949425475584,8055,22577
657,790337589677002753,2100,8536
658,790277117346975746,3615,13701
659,790227638568808452,4025,0
660,789986466051088384,2611,10107
661,789960241177853952,4676,0
662,789903600034189313,4654,11358
663,789628658055020548,1996,8218
664,789599242079838210,2176,7396
665,789530877013393408,3802,12841
666,789314372632018944,2593,9399
667,789280767834746880,5577,0
668,789268448748703744,2912,9951
669,789137962068021249,3138,10596
670,788908386943430656,13949,29877
671,788765914992902144,11587,29950
672,788552643979468800,8133,0
673,788412144018661376,5961,17001
674,788178268662984705,2384,7891
675,788150585577050112,1460,6710
676,788070120937619456,3834,0
677,788039637453406209,1491,6704
678,787810552592695296,3428,9469
679,787717603741622272,3125,11131
680,787397959788929025,3184,11815
681,787322443945877504,1960,8506
682,787111942498508800,7536,0
683,786963064373534720,9001,28982
684,786729988674449408,2726,0
685,786709082849828864,6830,19837
686,786664955043049472,2884,11641
687,786595970293370880,3487,10257
688,786363235746385920,3939,11894
689,786286427768250368,3219,8700
690,786233965241827333,5375,16714
691,786051337297522688,174,1566
692,786036967502913536,7936,0
693,785927819176054784,3541,12390
694,785872687017132033,2053,7287
695,785639753186217984,2485,8517
696,785533386513321988,2262,9940
697,785515384317313025,1421,6652
698,785264754247995392,1845,7914
699,785170936622350336,5461,13187
700,784826020293709826,3614,11058
701,784517518371221505,2849,9779
702,784431430411685888,1437,6200
703,784183165795655680,9067,21927
704,784057939640352768,12535,32593
705,783839966405230592,12144,32768
706,783821107061198850,2207,8015
707,783695101801398276,3611,11370
708,783466772167098368,2529,9217
709,783391753726550016,6196,18402
710,783347506784731136,6304,0
711,783334639985389568,13156,31842
712,783085703974514689,2489,8862
713,782969140009107456,8251,26287
714,782747134529531904,1564,8121
715,782722598790725632,6038,18784
716,782598640137187329,2106,8479
717,782305867769217024,6239,18148
718,782021823840026624,6996,0
719,781955203444699136,3771,12077
720,781661882474196992,3040,11373
721,781655249211752448,1255,4360
722,781524693396357120,6203,22577
723,781308096455073793,2860,7766
724,781251288990355457,2358,9184
725,781163403222056960,3050,10629
726,780931614150983680,8238,23548
727,780858289093574656,2234,7818
728,780800785462489090,1456,6002
729,780601303617732608,3729,13150
730,780543529827336192,1947,6850
731,780496263422808064,4165,0
732,780476555013349377,132,0
733,780459368902959104,1191,5746
734,780192070812196864,2511,9473
735,780092040432480260,2577,0
736,780074436359819264,5599,13332
737,779834332596887552,7936,20696
738,779377524342161408,3487,9599
739,779124354206535695,20603,0
740,779123168116150273,4081,12832
741,779056095788752897,5073,16085
742,778990705243029504,8160,21768
743,778774459159379968,11155,0
744,778764940568104960,409,933
745,778748913645780993,1495,7496
746,778650543019483137,1676,6276
747,778624900596654080,1134,5052
748,778408200802557953,4872,14810
749,778396591732486144,13707,0
750,778383385161035776,1228,6354
751,778286810187399168,3701,11272
752,778039087836069888,2956,9195
753,778027034220126208,1816,7128
754,777953400541634568,3939,0
755,777885040357281792,1837,6898
756,777684233540206592,3288,12199
757,777641927919427584,4766,0
758,777621514455814149,2790,9512
759,777189768882946048,4832,15541
760,776819012571455488,15329,0
761,776813020089548800,1351,5306
762,776477788987613185,3139,9621
763,776249906839351296,10251,0
764,776218204058357768,17843,32576
765,776201521193218049,2814,10414
766,776113305656188928,4865,12751
767,776088319444877312,171,1992
768,775898661951791106,17288,0
769,775842724423557120,2998,12723
770,775733305207554048,4476,15024
771,775729183532220416,5115,14018
772,775364825476165632,3338,8067
773,775350846108426240,4377,11016
774,775085132600442880,5278,16873
775,774757898236878852,1971,9253
776,774639387460112384,1944,7279
777,774314403806253056,6235,23609
778,773985732834758656,4340,11654
779,773922284943896577,1927,6932
780,773704687002451968,1829,7147
781,773670353721753600,1445,5769
782,773547596996571136,6886,23908
783,773336787167145985,5693,0
784,773308824254029826,8332,25174
785,773247561583001600,3577,10175
786,773191612633579521,4586,10827
787,772877495989305348,4331,9311
788,772826264096874500,2591,8647
789,772615324260794368,3755,0
790,772581559778025472,1889,7014
791,772193107915964416,1545,6510
792,772152991789019136,1255,4093
793,772117678702071809,815,4061
794,772114945936949249,525,2935
795,772102971039580160,1031,4341
796,771908950375665664,2113,7112
797,771770456517009408,3786,13016
798,771500966810099713,2915,8951
799,771380798096281600,5693,11408
800,771171053431250945,8417,0
801,771136648247640064,3252,9960
802,771102124360998913,1601,6732
803,771014301343748096,1839,7448
804,771004394259247104,246,0
805,770787852854652928,1366,5369
806,770772759874076672,1573,5621
807,770743923962707968,50725,0
808,770655142660169732,1942,7935
809,770414278348247044,2295,6804
810,770293558247038976,1657,6753
811,770093767776997377,3386,0
812,770069151037685760,2564,8200
813,769940425801170949,10744,34068
814,769695466921623552,1854,6923
815,769335591808995329,8546,0
816,769212283578875904,1911,5842
817,768970937022709760,7281,15604
818,768909767477751808,3010,0
819,768855141948723200,993,4546
820,768609597686943744,1343,4461
821,768596291618299904,1417,5439
822,768554158521745409,6482,0
823,768473857036525572,3813,14717
824,768193404517830656,3939,11815
825,767884188863397888,1564,5142
826,767754930266464257,6006,17346
827,767500508068192258,2594,8085
828,767191397493538821,4250,13286
829,767122157629476866,3169,10933
830,766864461642756096,6298,0
831,766793450729734144,1515,5496
832,766714921925144576,427,2803
833,766693177336135680,876,4362
834,766423258543644672,1768,6514
835,766313316352462849,2098,7329
836,766078092750233600,2880,0
837,766069199026450432,969,4628
838,766008592277377025,551,4043
839,765719909049503744,2391,7815
840,765669560888528897,1355,5609
841,765395769549590528,3763,28475
842,765371061932261376,2387,7656
843,765222098633691136,3755,12567
844,764857477905154048,1960,6929
845,764259802650378240,1691,6543
846,763956972077010945,59,795
847,763837565564780549,4645,13651
848,763183847194451968,1648,5855
849,763167063695355904,3358,0
850,763103485927849985,2524,7952
851,762699858130116608,4025,13174
852,762471784394268675,7237,12200
853,762464539388485633,4676,11192
854,762316489655476224,1250,5214
855,762035686371364864,17328,34551
856,761976711479193600,2236,5838
857,761750502866649088,4383,0
858,761745352076779520,949,4602
859,761672994376806400,32242,53503
860,761599872357261312,1302,4460
861,761371037149827077,19868,0
862,761334018830917632,1606,5629
863,761292947749015552,1222,4829
864,761227390836215808,1715,5754
865,761004547850530816,3834,12173
866,760893934457552897,1074,4122
867,760656994973933572,2128,7125
868,760641137271070720,1433,5350
869,760539183865880579,4020,8191
870,760521673607086080,1548,4565
871,760290219849637889,12717,28912
872,760252756032651264,956,4248
873,760190180481531904,2008,6152
874,760153949710192640,37,0
875,759943073749200896,2316,6412
876,759923798737051648,6298,15855
877,759846353224826880,2200,7250
878,759793422261743616,2117,6440
879,759566828574212096,23465,0
880,759557299618865152,1302,5077
881,759447681597108224,2726,9184
882,759446261539934208,544,1806
883,759197388317847553,2150,6540
884,759159934323924993,1301,0
885,759099523532779520,4645,15679
886,759047813560868866,2235,7032
887,758854675097526272,989,3827
888,758828659922702336,4237,12055
889,758740312047005698,1768,6168
890,758474966123810816,1095,4121
891,758467244762497024,2464,5175
892,758405701903519748,2124,5605
893,758355060040593408,1198,3699
894,758099635764359168,11155,20734
895,758041019896193024,414,2929
896,757741869644341248,3594,7425
897,757729163776290825,8981,0
898,757725642876129280,1348,4889
899,757611664640446465,1235,4906
900,757597904299253760,322,0
901,757596066325864448,1172,4690
902,757400162377592832,7554,16352
903,757393109802180609,1928,6292
904,757354760399941633,1574,4871
905,756998049151549440,2200,6749
906,756939218950160384,2218,7165
907,756651752796094464,1462,5477
908,756526248105566208,4001,11231
909,756303284449767430,1196,4257
910,756288534030475264,19337,45902
911,756275833623502848,1697,6941
912,755955933503782912,3189,7909
913,755206590534418437,5948,17742
914,755110668769038337,12249,22878
915,754874841593970688,8872,0
916,754856583969079297,2782,7405
917,754747087846248448,576,2776
918,754482103782404096,2148,5711
919,754449512966619136,814,4040
920,754120377874386944,2578,8443
921,754011816964026368,3976,9483
922,753655901052166144,2412,6307
923,753420520834629632,3943,8525
924,753398408988139520,2115,6236
925,753375668877008896,2577,8202
926,753298634498793472,6387,0
927,753294487569522689,1152,3673
928,753039830821511168,23143,39996
929,753026973505581056,1076,4194
930,752932432744185856,7536,13615
931,752917284578922496,1734,7409
932,752701944171524096,3186,0
933,752682090207055872,1782,6468
934,752660715232722944,1742,4750
935,752568224206688256,2524,5982
936,752519690950500352,3790,7938
937,752334515931054080,1218,4115
938,752309394570878976,18417,0
939,752173152931807232,2039,6412
940,751950017322246144,1026,3317
941,751937170840121344,1483,5621
942,751830394383790080,2161,6254
